,education,green_energy,green_energy_freq,cost,cost_freq,combination,combination_freq
1753,Doctorate,1,16,1,12,100% Green energy & same as current,0.014423076923076924
1754,Doctorate,1,16,1,12,100% Green energy & 20% higher than current,0.019230769230769232
1755,Doctorate,1,16,2,15,60% Green energy & 20% lower than current,0.02403846153846154
1756,Doctorate,1,16,2,15,60% Green energy & same as current,0.04326923076923077
1757,Doctorate,1,16,2,15,60% Green energy & 20% higher than current,0.009615384615384616
1758,Doctorate,1,16,2,15,80% Green energy & 20% lower than current,0.019230769230769232
1759,Doctorate,1,16,2,15,80% Green energy & same as current,0.014423076923076924
1760,Doctorate,1,16,2,15,80% Green energy & 20% higher than current,0.02403846153846154
1761,Doctorate,1,16,2,15,100% Green energy & 20% lower than current,0.014423076923076924
1762,Doctorate,1,16,2,15,100% Green energy & same as current,0.014423076923076924
1763,Doctorate,1,16,2,15,100% Green energy & 20% higher than current,0.019230769230769232
1764,Doctorate,1,16,3,11,60% Green energy & 20% lower than current,0.02403846153846154
1765,Doctorate,1,16,3,11,60% Green energy & same as current,0.04326923076923077
1766,Doctorate,1,16,3,11,60% Green energy & 20% higher than current,0.009615384615384616
1767,Doctorate,1,16,3,11,80% Green energy & 20% lower than current,0.019230769230769232
1768,Doctorate,1,16,3,11,80% Green energy & same as current,0.014423076923076924
1769,Doctorate,1,16,3,11,80% Green energy & 20% higher than current,0.02403846153846154
1770,Doctorate,1,16,3,11,100% Green energy & 20% lower than current,0.014423076923076924
1771,Doctorate,1,16,3,11,100% Green energy & same as current,0.014423076923076924
1772,Doctorate,1,16,3,11,100% Green energy & 20% higher than current,0.019230769230769232
1773,Doctorate,2,12,1,12,60% Green energy & 20% lower than current,0.02403846153846154
1774,Doctorate,2,12,1,12,60% Green energy & same as current,0.04326923076923077
1775,Doctorate,2,12,1,12,60% Green energy & 20% higher than current,0.009615384615384616
1776,Doctorate,2,12,1,12,80% Green energy & 20% lower than current,0.019230769230769232
1777,Doctorate,2,12,1,12,80% Green energy & same as current,0.014423076923076924
1778,Doctorate,2,12,1,12,80% Green energy & 20% higher than current,0.02403846153846154
1779,Doctorate,2,12,1,12,100% Green energy & 20% lower than current,0.014423076923076924
1780,Doctorate,2,12,1,12,100% Green energy & same as current,0.014423076923076924
1781,Doctorate,2,12,1,12,100% Green energy & 20% higher than current,0.019230769230769232
1782,Doctorate,2,12,2,15,60% Green energy & 20% lower than current,0.02403846153846154
1783,Doctorate,2,12,2,15,60% Green energy & same as current,0.04326923076923077
1784,Doctorate,2,12,2,15,60% Green energy & 20% higher than current,0.009615384615384616
1785,Doctorate,2,12,2,15,80% Green energy & 20% lower than current,0.019230769230769232
1786,Doctorate,2,12,2,15,80% Green energy & same as current,0.014423076923076924
1787,Doctorate,2,12,2,15,80% Green energy & 20% higher than current,0.02403846153846154
1788,Doctorate,2,12,2,15,100% Green energy & 20% lower than current,0.014423076923076924
1789,Doctorate,2,12,2,15,100% Green energy & same as current,0.014423076923076924
1790,Doctorate,2,12,2,15,100% Green energy & 20% higher than current,0.019230769230769232
1791,Doctorate,2,12,3,11,60% Green energy & 20% lower than current,0.02403846153846154
1792,Doctorate,2,12,3,11,60% Green energy & same as current,0.04326923076923077
1793,Doctorate,2,12,3,11,60% Green energy & 20% higher than current,0.009615384615384616
1794,Doctorate,2,12,3,11,80% Green energy & 20% lower than current,0.019230769230769232
1795,Doctorate,2,12,3,11,80% Green energy & same as current,0.014423076923076924
1796,Doctorate,2,12,3,11,80% Green energy & 20% higher than current,0.02403846153846154
1797,Doctorate,2,12,3,11,100% Green energy & 20% lower than current,0.014423076923076924
1798,Doctorate,2,12,3,11,100% Green energy & same as current,0.014423076923076924
1799,Doctorate,2,12,3,11,100% Green energy & 20% higher than current,0.019230769230769232
1800,Doctorate,3,10,1,12,60% Green energy & 20% lower than current,0.02403846153846154
1801,Doctorate,3,10,1,12,60% Green energy & same as current,0.04326923076923077
1802,Doctorate,3,10,1,12,60% Green energy & 20% higher than current,0.009615384615384616
1803,Doctorate,3,10,1,12,80% Green energy & 20% lower than current,0.019230769230769232
1804,Doctorate,3,10,1,12,80% Green energy & same as current,0.014423076923076924
1805,Doctorate,3,10,1,12,80% Green energy & 20% higher than current,0.02403846153846154
1806,Doctorate,3,10,1,12,100% Green energy & 20% lower than current,0.014423076923076924
1807,Doctorate,3,10,1,12,100% Green energy & same as current,0.014423076923076924
1808,Doctorate,3,10,1,12,100% Green energy & 20% higher than current,0.019230769230769232
1809,Doctorate,3,10,2,15,60% Green energy & 20% lower than current,0.02403846153846154
1810,Doctorate,3,10,2,15,60% Green energy & same as current,0.04326923076923077
1811,Doctorate,3,10,2,15,60% Green energy & 20% higher than current,0.009615384615384616
1812,Doctorate,3,10,2,15,80% Green energy & 20% lower than current,0.019230769230769232
1813,Doctorate,3,10,2,15,80% Green energy & same as current,0.014423076923076924
1814,Doctorate,3,10,2,15,80% Green energy & 20% higher than current,0.02403846153846154
1815,Doctorate,3,10,2,15,100% Green energy & 20% lower than current,0.014423076923076924
1816,Doctorate,3,10,2,15,100% Green energy & same as current,0.014423076923076924
1817,Doctorate,3,10,2,15,100% Green energy & 20% higher than current,0.019230769230769232
1818,Doctorate,3,10,3,11,60% Green energy & 20% lower than current,0.02403846153846154
1819,Doctorate,3,10,3,11,60% Green energy & same as current,0.04326923076923077
1820,Doctorate,3,10,3,11,60% Green energy & 20% higher than current,0.009615384615384616
1821,Doctorate,3,10,3,11,80% Green energy & 20% lower than current,0.019230769230769232
1822,Doctorate,3,10,3,11,80% Green energy & same as current,0.014423076923076924
1823,Doctorate,3,10,3,11,80% Green energy & 20% higher than current,0.02403846153846154
1824,Doctorate,3,10,3,11,100% Green energy & 20% lower than current,0.014423076923076924
1825,Doctorate,3,10,3,11,100% Green energy & same as current,0.014423076923076924
1826,Doctorate,3,10,3,11,100% Green energy & 20% higher than current,0.019230769230769232
1827,Vocational school,1,95,1,109,60% Green energy & 20% lower than current,0.012987012987012988
1828,Vocational school,1,95,1,109,60% Green energy & same as current,0.015016233766233766
1829,Vocational school,1,95,1,109,60% Green energy & 20% higher than current,0.010551948051948052
1830,Vocational school,1,95,1,109,80% Green energy & 20% lower than current,0.016233766233766232
1831,Vocational school,1,95,1,109,80% Green energy & same as current,0.012175324675324676
1832,Vocational school,1,95,1,109,80% Green energy & 20% higher than current,0.012175324675324676
1833,Vocational school,1,95,1,109,100% Green energy & 20% lower than current,0.015016233766233766
1834,Vocational school,1,95,1,109,100% Green energy & same as current,0.013798701298701298
1835,Vocational school,1,95,1,109,100% Green energy & 20% higher than current,0.022727272727272728
1836,Vocational school,1,95,2,101,60% Green energy & 20% lower than current,0.012987012987012988
1837,Vocational school,1,95,2,101,60% Green energy & same as current,0.015016233766233766
1838,Vocational school,1,95,2,101,60% Green energy & 20% higher than current,0.010551948051948052
1839,Vocational school,1,95,2,101,80% Green energy & 20% lower than current,0.016233766233766232
1840,Vocational school,1,95,2,101,80% Green energy & same as current,0.012175324675324676
1841,Vocational school,1,95,2,101,80% Green energy & 20% higher than current,0.012175324675324676
1842,Vocational school,1,95,2,101,100% Green energy & 20% lower than current,0.015016233766233766
1843,Vocational school,1,95,2,101,100% Green energy & same as current,0.013798701298701298
1844,Vocational school,1,95,2,101,100% Green energy & 20% higher than current,0.022727272727272728
1845,Vocational school,1,95,3,112,60% Green energy & 20% lower than current,0.012987012987012988
1846,Vocational school,1,95,3,112,60% Green energy & same as current,0.015016233766233766
1847,Vocational school,1,95,3,112,60% Green energy & 20% higher than current,0.010551948051948052
1848,Vocational school,1,95,3,112,80% Green energy & 20% lower than current,0.016233766233766232
1849,Vocational school,1,95,3,112,80% Green energy & same as current,0.012175324675324676
1850,Vocational school,1,95,3,112,80% Green energy & 20% higher than current,0.012175324675324676
1851,Vocational school,1,95,3,112,100% Green energy & 20% lower than current,0.015016233766233766
1852,Vocational school,1,95,3,112,100% Green energy & same as current,0.013798701298701298
1853,Vocational school,1,95,3,112,100% Green energy & 20% higher than current,0.022727272727272728
1854,Vocational school,2,100,1,109,60% Green energy & 20% lower than current,0.012987012987012988
1855,Vocational school,2,100,1,109,60% Green energy & same as current,0.015016233766233766
1856,Vocational school,2,100,1,109,60% Green energy & 20% higher than current,0.010551948051948052
1857,Vocational school,2,100,1,109,80% Green energy & 20% lower than current,0.016233766233766232
1858,Vocational school,2,100,1,109,80% Green energy & same as current,0.012175324675324676
1859,Vocational school,2,100,1,109,80% Green energy & 20% higher than current,0.012175324675324676
1860,Vocational school,2,100,1,109,100% Green energy & 20% lower than current,0.015016233766233766
1861,Vocational school,2,100,1,109,100% Green energy & same as current,0.013798701298701298
1862,Vocational school,2,100,1,109,100% Green energy & 20% higher than current,0.022727272727272728
1863,Vocational school,2,100,2,101,60% Green energy & 20% lower than current,0.012987012987012988
1864,Vocational school,2,100,2,101,60% Green energy & same as current,0.015016233766233766
1865,Vocational school,2,100,2,101,60% Green energy & 20% higher than current,0.010551948051948052
1866,Vocational school,2,100,2,101,80% Green energy & 20% lower than current,0.016233766233766232
1867,Vocational school,2,100,2,101,80% Green energy & same as current,0.012175324675324676
1868,Vocational school,2,100,2,101,80% Green energy & 20% higher than current,0.012175324675324676
1869,Vocational school,2,100,2,101,100% Green energy & 20% lower than current,0.015016233766233766
1870,Vocational school,2,100,2,101,100% Green energy & same as current,0.013798701298701298
1871,Vocational school,2,100,2,101,100% Green energy & 20% higher than current,0.022727272727272728
1872,Vocational school,2,100,3,112,60% Green energy & 20% lower than current,0.012987012987012988
1873,Vocational school,2,100,3,112,60% Green energy & same as current,0.015016233766233766
1874,Vocational school,2,100,3,112,60% Green energy & 20% higher than current,0.010551948051948052
1875,Vocational school,2,100,3,112,80% Green energy & 20% lower than current,0.016233766233766232
1876,Vocational school,2,100,3,112,80% Green energy & same as current,0.012175324675324676
1877,Vocational school,2,100,3,112,80% Green energy & 20% higher than current,0.012175324675324676
1878,Vocational school,2,100,3,112,100% Green energy & 20% lower than current,0.015016233766233766
1879,Vocational school,2,100,3,112,100% Green energy & same as current,0.013798701298701298
1880,Vocational school,2,100,3,112,100% Green energy & 20% higher than current,0.022727272727272728
1881,Vocational school,3,127,1,109,60% Green energy & 20% lower than current,0.012987012987012988
1882,Vocational school,3,127,1,109,60% Green energy & same as current,0.015016233766233766
1883,Vocational school,3,127,1,109,60% Green energy & 20% higher than current,0.010551948051948052
1884,Vocational school,3,127,1,109,80% Green energy & 20% lower than current,0.016233766233766232
1885,Vocational school,3,127,1,109,80% Green energy & same as current,0.012175324675324676
1886,Vocational school,3,127,1,109,80% Green energy & 20% higher than current,0.012175324675324676
1887,Vocational school,3,127,1,109,100% Green energy & 20% lower than current,0.015016233766233766
1888,Vocational school,3,127,1,109,100% Green energy & same as current,0.013798701298701298
1889,Vocational school,3,127,1,109,100% Green energy & 20% higher than current,0.022727272727272728
1890,Vocational school,3,127,2,101,60% Green energy & 20% lower than current,0.012987012987012988
1891,Vocational school,3,127,2,101,60% Green energy & same as current,0.015016233766233766
1892,Vocational school,3,127,2,101,60% Green energy & 20% higher than current,0.010551948051948052
1893,Vocational school,3,127,2,101,80% Green energy & 20% lower than current,0.016233766233766232
1894,Vocational school,3,127,2,101,80% Green energy & same as current,0.012175324675324676
1895,Vocational school,3,127,2,101,80% Green energy & 20% higher than current,0.012175324675324676
1896,Vocational school,3,127,2,101,100% Green energy & 20% lower than current,0.015016233766233766
1897,Vocational school,3,127,2,101,100% Green energy & same as current,0.013798701298701298
1898,Vocational school,3,127,2,101,100% Green energy & 20% higher than current,0.022727272727272728
1899,Vocational school,3,127,3,112,60% Green energy & 20% lower than current,0.012987012987012988
1900,Vocational school,3,127,3,112,60% Green energy & same as current,0.015016233766233766
1901,Vocational school,3,127,3,112,60% Green energy & 20% higher than current,0.010551948051948052
1902,Vocational school,3,127,3,112,80% Green energy & 20% lower than current,0.016233766233766232
