,education,green_energy,green_energy_freq,cost,cost_freq,combination,combination_freq
624,Vocational school,3,110,2,112,80% Green energy & 20% lower than current,0.017045454545454544
625,Vocational school,3,110,2,112,80% Green energy & same as current,0.013392857142857142
626,Vocational school,3,110,2,112,80% Green energy & 20% higher than current,0.011363636363636364
627,Vocational school,3,110,2,112,100% Green energy & 20% lower than current,0.012987012987012988
628,Vocational school,3,110,2,112,100% Green energy & same as current,0.01461038961038961
629,Vocational school,3,110,2,112,100% Green energy & 20% higher than current,0.017045454545454544
630,Vocational school,3,110,3,99,60% Green energy & 20% lower than current,0.008522727272727272
631,Vocational school,3,110,3,99,60% Green energy & same as current,0.0174512987012987
632,Vocational school,3,110,3,99,60% Green energy & 20% higher than current,0.01176948051948052
633,Vocational school,3,110,3,99,80% Green energy & 20% lower than current,0.017045454545454544
634,Vocational school,3,110,3,99,80% Green energy & same as current,0.013392857142857142
635,Vocational school,3,110,3,99,80% Green energy & 20% higher than current,0.011363636363636364
636,Vocational school,3,110,3,99,100% Green energy & 20% lower than current,0.012987012987012988
637,Vocational school,3,110,3,99,100% Green energy & same as current,0.01461038961038961
638,Vocational school,3,110,3,99,100% Green energy & 20% higher than current,0.017045454545454544
639,Matura,1,20,1,22,60% Green energy & 20% lower than current,0.009817671809256662
640,Matura,1,20,1,22,60% Green energy & same as current,0.009817671809256662
641,Matura,1,20,1,22,60% Green energy & 20% higher than current,0.008415147265077139
642,Matura,1,20,1,22,80% Green energy & 20% lower than current,0.012622720897615708
643,Matura,1,20,1,22,80% Green energy & same as current,0.008415147265077139
644,Matura,1,20,1,22,80% Green energy & 20% higher than current,0.005610098176718092
645,Matura,1,20,1,22,100% Green energy & 20% lower than current,0.008415147265077139
646,Matura,1,20,1,22,100% Green energy & same as current,0.0182328190743338
647,Matura,1,20,1,22,100% Green energy & 20% higher than current,0.009817671809256662
648,Matura,1,20,2,26,60% Green energy & 20% lower than current,0.009817671809256662
649,Matura,1,20,2,26,60% Green energy & same as current,0.009817671809256662
650,Matura,1,20,2,26,60% Green energy & 20% higher than current,0.008415147265077139
651,Matura,1,20,2,26,80% Green energy & 20% lower than current,0.012622720897615708
652,Matura,1,20,2,26,80% Green energy & same as current,0.008415147265077139
653,Matura,1,20,2,26,80% Green energy & 20% higher than current,0.005610098176718092
654,Matura,1,20,2,26,100% Green energy & 20% lower than current,0.008415147265077139
655,Matura,1,20,2,26,100% Green energy & same as current,0.0182328190743338
656,Matura,1,20,2,26,100% Green energy & 20% higher than current,0.009817671809256662
657,Matura,1,20,3,17,60% Green energy & 20% lower than current,0.009817671809256662
658,Matura,1,20,3,17,60% Green energy & same as current,0.009817671809256662
659,Matura,1,20,3,17,60% Green energy & 20% higher than current,0.008415147265077139
660,Matura,1,20,3,17,80% Green energy & 20% lower than current,0.012622720897615708
661,Matura,1,20,3,17,80% Green energy & same as current,0.008415147265077139
662,Matura,1,20,3,17,80% Green energy & 20% higher than current,0.005610098176718092
663,Matura,1,20,3,17,100% Green energy & 20% lower than current,0.008415147265077139
664,Matura,1,20,3,17,100% Green energy & same as current,0.0182328190743338
665,Matura,1,20,3,17,100% Green energy & 20% higher than current,0.009817671809256662
666,Matura,2,19,1,22,60% Green energy & 20% lower than current,0.009817671809256662
667,Matura,2,19,1,22,60% Green energy & same as current,0.009817671809256662
668,Matura,2,19,1,22,60% Green energy & 20% higher than current,0.008415147265077139
669,Matura,2,19,1,22,80% Green energy & 20% lower than current,0.012622720897615708
670,Matura,2,19,1,22,80% Green energy & same as current,0.008415147265077139
671,Matura,2,19,1,22,80% Green energy & 20% higher than current,0.005610098176718092
672,Matura,2,19,1,22,100% Green energy & 20% lower than current,0.008415147265077139
673,Matura,2,19,1,22,100% Green energy & same as current,0.0182328190743338
674,Matura,2,19,1,22,100% Green energy & 20% higher than current,0.009817671809256662
675,Matura,2,19,2,26,60% Green energy & 20% lower than current,0.009817671809256662
676,Matura,2,19,2,26,60% Green energy & same as current,0.009817671809256662
677,Matura,2,19,2,26,60% Green energy & 20% higher than current,0.008415147265077139
678,Matura,2,19,2,26,80% Green energy & 20% lower than current,0.012622720897615708
679,Matura,2,19,2,26,80% Green energy & same as current,0.008415147265077139
680,Matura,2,19,2,26,80% Green energy & 20% higher than current,0.005610098176718092
681,Matura,2,19,2,26,100% Green energy & 20% lower than current,0.008415147265077139
682,Matura,2,19,2,26,100% Green energy & same as current,0.0182328190743338
683,Matura,2,19,2,26,100% Green energy & 20% higher than current,0.009817671809256662
684,Matura,2,19,3,17,60% Green energy & 20% lower than current,0.009817671809256662
685,Matura,2,19,3,17,60% Green energy & same as current,0.009817671809256662
686,Matura,2,19,3,17,60% Green energy & 20% higher than current,0.008415147265077139
687,Matura,2,19,3,17,80% Green energy & 20% lower than current,0.012622720897615708
688,Matura,2,19,3,17,80% Green energy & same as current,0.008415147265077139
689,Matura,2,19,3,17,80% Green energy & 20% higher than current,0.005610098176718092
690,Matura,2,19,3,17,100% Green energy & 20% lower than current,0.008415147265077139
691,Matura,2,19,3,17,100% Green energy & same as current,0.0182328190743338
692,Matura,2,19,3,17,100% Green energy & 20% higher than current,0.009817671809256662
693,Matura,3,26,1,22,60% Green energy & 20% lower than current,0.009817671809256662
694,Matura,3,26,1,22,60% Green energy & same as current,0.009817671809256662
695,Matura,3,26,1,22,60% Green energy & 20% higher than current,0.008415147265077139
696,Matura,3,26,1,22,80% Green energy & 20% lower than current,0.012622720897615708
697,Matura,3,26,1,22,80% Green energy & same as current,0.008415147265077139
698,Matura,3,26,1,22,80% Green energy & 20% higher than current,0.005610098176718092
699,Matura,3,26,1,22,100% Green energy & 20% lower than current,0.008415147265077139
700,Matura,3,26,1,22,100% Green energy & same as current,0.0182328190743338
701,Matura,3,26,1,22,100% Green energy & 20% higher than current,0.009817671809256662
702,Matura,3,26,2,26,60% Green energy & 20% lower than current,0.009817671809256662
703,Matura,3,26,2,26,60% Green energy & same as current,0.009817671809256662
704,Matura,3,26,2,26,60% Green energy & 20% higher than current,0.008415147265077139
705,Matura,3,26,2,26,80% Green energy & 20% lower than current,0.012622720897615708
706,Matura,3,26,2,26,80% Green energy & same as current,0.008415147265077139
707,Matura,3,26,2,26,80% Green energy & 20% higher than current,0.005610098176718092
708,Matura,3,26,2,26,100% Green energy & 20% lower than current,0.008415147265077139
709,Matura,3,26,2,26,100% Green energy & same as current,0.0182328190743338
710,Matura,3,26,2,26,100% Green energy & 20% higher than current,0.009817671809256662
711,Matura,3,26,3,17,60% Green energy & 20% lower than current,0.009817671809256662
712,Matura,3,26,3,17,60% Green energy & same as current,0.009817671809256662
713,Matura,3,26,3,17,60% Green energy & 20% higher than current,0.008415147265077139
714,Matura,3,26,3,17,80% Green energy & 20% lower than current,0.012622720897615708
715,Matura,3,26,3,17,80% Green energy & same as current,0.008415147265077139
716,Matura,3,26,3,17,80% Green energy & 20% higher than current,0.005610098176718092
717,Matura,3,26,3,17,100% Green energy & 20% lower than current,0.008415147265077139
718,Matura,3,26,3,17,100% Green energy & same as current,0.0182328190743338
719,Matura,3,26,3,17,100% Green energy & 20% higher than current,0.009817671809256662
720,Bachelor,1,22,1,20,60% Green energy & 20% lower than current,0.00903225806451613
721,Bachelor,1,22,1,20,60% Green energy & same as current,0.012903225806451613
722,Bachelor,1,22,1,20,60% Green energy & 20% higher than current,0.0064516129032258064
723,Bachelor,1,22,1,20,80% Green energy & 20% lower than current,0.011612903225806452
724,Bachelor,1,22,1,20,80% Green energy & same as current,0.005161290322580645
725,Bachelor,1,22,1,20,100% Green energy & 20% lower than current,0.005161290322580645
726,Bachelor,1,22,1,20,100% Green energy & same as current,0.007741935483870968
727,Bachelor,1,22,1,20,100% Green energy & 20% higher than current,0.005161290322580645
728,Bachelor,1,22,2,20,60% Green energy & 20% lower than current,0.00903225806451613
729,Bachelor,1,22,2,20,60% Green energy & same as current,0.012903225806451613
730,Bachelor,1,22,2,20,60% Green energy & 20% higher than current,0.0064516129032258064
731,Bachelor,1,22,2,20,80% Green energy & 20% lower than current,0.011612903225806452
732,Bachelor,1,22,2,20,80% Green energy & same as current,0.005161290322580645
733,Bachelor,1,22,2,20,100% Green energy & 20% lower than current,0.005161290322580645
734,Bachelor,1,22,2,20,100% Green energy & same as current,0.007741935483870968
735,Bachelor,1,22,2,20,100% Green energy & 20% higher than current,0.005161290322580645
736,Bachelor,1,22,3,9,60% Green energy & 20% lower than current,0.00903225806451613
737,Bachelor,1,22,3,9,60% Green energy & same as current,0.012903225806451613
738,Bachelor,1,22,3,9,60% Green energy & 20% higher than current,0.0064516129032258064
739,Bachelor,1,22,3,9,80% Green energy & 20% lower than current,0.011612903225806452
740,Bachelor,1,22,3,9,80% Green energy & same as current,0.005161290322580645
741,Bachelor,1,22,3,9,100% Green energy & 20% lower than current,0.005161290322580645
742,Bachelor,1,22,3,9,100% Green energy & same as current,0.007741935483870968
743,Bachelor,1,22,3,9,100% Green energy & 20% higher than current,0.005161290322580645
744,Bachelor,2,13,1,20,60% Green energy & 20% lower than current,0.00903225806451613
745,Bachelor,2,13,1,20,60% Green energy & same as current,0.012903225806451613
746,Bachelor,2,13,1,20,60% Green energy & 20% higher than current,0.0064516129032258064
747,Bachelor,2,13,1,20,80% Green energy & 20% lower than current,0.011612903225806452
748,Bachelor,2,13,1,20,80% Green energy & same as current,0.005161290322580645
749,Bachelor,2,13,1,20,100% Green energy & 20% lower than current,0.005161290322580645
750,Bachelor,2,13,1,20,100% Green energy & same as current,0.007741935483870968
751,Bachelor,2,13,1,20,100% Green energy & 20% higher than current,0.005161290322580645
752,Bachelor,2,13,2,20,60% Green energy & 20% lower than current,0.00903225806451613
753,Bachelor,2,13,2,20,60% Green energy & same as current,0.012903225806451613
754,Bachelor,2,13,2,20,60% Green energy & 20% higher than current,0.0064516129032258064
755,Bachelor,2,13,2,20,80% Green energy & 20% lower than current,0.011612903225806452
756,Bachelor,2,13,2,20,80% Green energy & same as current,0.005161290322580645
757,Bachelor,2,13,2,20,100% Green energy & 20% lower than current,0.005161290322580645
758,Bachelor,2,13,2,20,100% Green energy & same as current,0.007741935483870968
759,Bachelor,2,13,2,20,100% Green energy & 20% higher than current,0.005161290322580645
760,Bachelor,2,13,3,9,60% Green energy & 20% lower than current,0.00903225806451613
761,Bachelor,2,13,3,9,60% Green energy & same as current,0.012903225806451613
762,Bachelor,2,13,3,9,60% Green energy & 20% higher than current,0.0064516129032258064
763,Bachelor,2,13,3,9,80% Green energy & 20% lower than current,0.011612903225806452
764,Bachelor,2,13,3,9,80% Green energy & same as current,0.005161290322580645
765,Bachelor,2,13,3,9,100% Green energy & 20% lower than current,0.005161290322580645
766,Bachelor,2,13,3,9,100% Green energy & same as current,0.007741935483870968
767,Bachelor,2,13,3,9,100% Green energy & 20% higher than current,0.005161290322580645
768,Bachelor,3,14,1,20,60% Green energy & 20% lower than current,0.00903225806451613
769,Bachelor,3,14,1,20,60% Green energy & same as current,0.012903225806451613
770,Bachelor,3,14,1,20,60% Green energy & 20% higher than current,0.0064516129032258064
771,Bachelor,3,14,1,20,80% Green energy & 20% lower than current,0.011612903225806452
772,Bachelor,3,14,1,20,80% Green energy & same as current,0.005161290322580645
773,Bachelor,3,14,1,20,100% Green energy & 20% lower than current,0.005161290322580645
774,Bachelor,3,14,1,20,100% Green energy & same as current,0.007741935483870968
775,Bachelor,3,14,1,20,100% Green energy & 20% higher than current,0.005161290322580645
776,Bachelor,3,14,2,20,60% Green energy & 20% lower than current,0.00903225806451613
777,Bachelor,3,14,2,20,60% Green energy & same as current,0.012903225806451613
778,Bachelor,3,14,2,20,60% Green energy & 20% higher than current,0.0064516129032258064
779,Bachelor,3,14,2,20,80% Green energy & 20% lower than current,0.011612903225806452
780,Bachelor,3,14,2,20,80% Green energy & same as current,0.005161290322580645
781,Bachelor,3,14,2,20,100% Green energy & 20% lower than current,0.005161290322580645
782,Bachelor,3,14,2,20,100% Green energy & same as current,0.007741935483870968
783,Bachelor,3,14,2,20,100% Green energy & 20% higher than current,0.005161290322580645
784,Bachelor,3,14,3,9,60% Green energy & 20% lower than current,0.00903225806451613
785,Bachelor,3,14,3,9,60% Green energy & same as current,0.012903225806451613
786,Bachelor,3,14,3,9,60% Green energy & 20% higher than current,0.0064516129032258064
787,Bachelor,3,14,3,9,80% Green energy & 20% lower than current,0.011612903225806452
788,Bachelor,3,14,3,9,80% Green energy & same as current,0.005161290322580645
789,Bachelor,3,14,3,9,100% Green energy & 20% lower than current,0.005161290322580645
790,Bachelor,3,14,3,9,100% Green energy & same as current,0.007741935483870968
791,Bachelor,3,14,3,9,100% Green energy & 20% higher than current,0.005161290322580645
792,Master,1,14,1,14,60% Green energy & 20% lower than current,0.0035714285714285713
793,Master,1,14,1,14,60% Green energy & same as current,0.009523809523809525
794,Master,1,14,1,14,60% Green energy & 20% higher than current,0.0035714285714285713
795,Master,1,14,1,14,80% Green energy & 20% lower than current,0.004761904761904762
796,Master,1,14,1,14,80% Green energy & same as current,0.004761904761904762
797,Master,1,14,1,14,80% Green energy & 20% higher than current,0.0035714285714285713
798,Master,1,14,1,14,100% Green energy & 20% lower than current,0.008333333333333333
799,Master,1,14,1,14,100% Green energy & same as current,0.005952380952380952
800,Master,1,14,1,14,100% Green energy & 20% higher than current,0.009523809523809525
801,Master,1,14,2,17,60% Green energy & 20% lower than current,0.0035714285714285713
802,Master,1,14,2,17,60% Green energy & same as current,0.009523809523809525
803,Master,1,14,2,17,60% Green energy & 20% higher than current,0.0035714285714285713
804,Master,1,14,2,17,80% Green energy & 20% lower than current,0.004761904761904762
805,Master,1,14,2,17,80% Green energy & same as current,0.004761904761904762
806,Master,1,14,2,17,80% Green energy & 20% higher than current,0.0035714285714285713
807,Master,1,14,2,17,100% Green energy & 20% lower than current,0.008333333333333333
808,Master,1,14,2,17,100% Green energy & same as current,0.005952380952380952
809,Master,1,14,2,17,100% Green energy & 20% higher than current,0.009523809523809525
810,Master,1,14,3,14,60% Green energy & 20% lower than current,0.0035714285714285713
811,Master,1,14,3,14,60% Green energy & same as current,0.009523809523809525
812,Master,1,14,3,14,60% Green energy & 20% higher than current,0.0035714285714285713
813,Master,1,14,3,14,80% Green energy & 20% lower than current,0.004761904761904762
814,Master,1,14,3,14,80% Green energy & same as current,0.004761904761904762
815,Master,1,14,3,14,80% Green energy & 20% higher than current,0.0035714285714285713
816,Master,1,14,3,14,100% Green energy & 20% lower than current,0.008333333333333333
817,Master,1,14,3,14,100% Green energy & same as current,0.005952380952380952
818,Master,1,14,3,14,100% Green energy & 20% higher than current,0.009523809523809525
819,Master,2,11,1,14,60% Green energy & 20% lower than current,0.0035714285714285713
820,Master,2,11,1,14,60% Green energy & same as current,0.009523809523809525
821,Master,2,11,1,14,60% Green energy & 20% higher than current,0.0035714285714285713
822,Master,2,11,1,14,80% Green energy & 20% lower than current,0.004761904761904762
823,Master,2,11,1,14,80% Green energy & same as current,0.004761904761904762
824,Master,2,11,1,14,80% Green energy & 20% higher than current,0.0035714285714285713
825,Master,2,11,1,14,100% Green energy & 20% lower than current,0.008333333333333333
826,Master,2,11,1,14,100% Green energy & same as current,0.005952380952380952
827,Master,2,11,1,14,100% Green energy & 20% higher than current,0.009523809523809525
828,Master,2,11,2,17,60% Green energy & 20% lower than current,0.0035714285714285713
829,Master,2,11,2,17,60% Green energy & same as current,0.009523809523809525
830,Master,2,11,2,17,60% Green energy & 20% higher than current,0.0035714285714285713
831,Master,2,11,2,17,80% Green energy & 20% lower than current,0.004761904761904762
832,Master,2,11,2,17,80% Green energy & same as current,0.004761904761904762
833,Master,2,11,2,17,80% Green energy & 20% higher than current,0.0035714285714285713
834,Master,2,11,2,17,100% Green energy & 20% lower than current,0.008333333333333333
835,Master,2,11,2,17,100% Green energy & same as current,0.005952380952380952
836,Master,2,11,2,17,100% Green energy & 20% higher than current,0.009523809523809525
837,Master,2,11,3,14,60% Green energy & 20% lower than current,0.0035714285714285713
838,Master,2,11,3,14,60% Green energy & same as current,0.009523809523809525
839,Master,2,11,3,14,60% Green energy & 20% higher than current,0.0035714285714285713
840,Master,2,11,3,14,80% Green energy & 20% lower than current,0.004761904761904762
841,Master,2,11,3,14,80% Green energy & same as current,0.004761904761904762
842,Master,2,11,3,14,80% Green energy & 20% higher than current,0.0035714285714285713
843,Master,2,11,3,14,100% Green energy & 20% lower than current,0.008333333333333333
844,Master,2,11,3,14,100% Green energy & same as current,0.005952380952380952
845,Master,2,11,3,14,100% Green energy & 20% higher than current,0.009523809523809525
846,Master,3,20,1,14,60% Green energy & 20% lower than current,0.0035714285714285713
847,Master,3,20,1,14,60% Green energy & same as current,0.009523809523809525
848,Master,3,20,1,14,60% Green energy & 20% higher than current,0.0035714285714285713
849,Master,3,20,1,14,80% Green energy & 20% lower than current,0.004761904761904762
850,Master,3,20,1,14,80% Green energy & same as current,0.004761904761904762
851,Master,3,20,1,14,80% Green energy & 20% higher than current,0.0035714285714285713
852,Master,3,20,1,14,100% Green energy & 20% lower than current,0.008333333333333333
853,Master,3,20,1,14,100% Green energy & same as current,0.005952380952380952
854,Master,3,20,1,14,100% Green energy & 20% higher than current,0.009523809523809525
855,Master,3,20,2,17,60% Green energy & 20% lower than current,0.0035714285714285713
856,Master,3,20,2,17,60% Green energy & same as current,0.009523809523809525
857,Master,3,20,2,17,60% Green energy & 20% higher than current,0.0035714285714285713
858,Master,3,20,2,17,80% Green energy & 20% lower than current,0.004761904761904762
859,Master,3,20,2,17,80% Green energy & same as current,0.004761904761904762
860,Master,3,20,2,17,80% Green energy & 20% higher than current,0.0035714285714285713
861,Master,3,20,2,17,100% Green energy & 20% lower than current,0.008333333333333333
862,Master,3,20,2,17,100% Green energy & same as current,0.005952380952380952
863,Master,3,20,2,17,100% Green energy & 20% higher than current,0.009523809523809525
864,Master,3,20,3,14,60% Green energy & 20% lower than current,0.0035714285714285713
865,Master,3,20,3,14,60% Green energy & same as current,0.009523809523809525
866,Master,3,20,3,14,60% Green energy & 20% higher than current,0.0035714285714285713
867,Master,3,20,3,14,80% Green energy & 20% lower than current,0.004761904761904762
868,Master,3,20,3,14,80% Green energy & same as current,0.004761904761904762
869,Master,3,20,3,14,80% Green energy & 20% higher than current,0.0035714285714285713
870,Master,3,20,3,14,100% Green energy & 20% lower than current,0.008333333333333333
871,Master,3,20,3,14,100% Green energy & same as current,0.005952380952380952
872,Master,3,20,3,14,100% Green energy & 20% higher than current,0.009523809523809525
873,Compulsory school,1,15,1,21,60% Green energy & 20% lower than current,0.021645021645021644
874,Compulsory school,1,15,1,21,60% Green energy & same as current,0.021645021645021644
875,Compulsory school,1,15,1,21,60% Green energy & 20% higher than current,0.021645021645021644
876,Compulsory school,1,15,1,21,80% Green energy & 20% lower than current,0.04329004329004329
877,Compulsory school,1,15,1,21,80% Green energy & same as current,0.017316017316017316
878,Compulsory school,1,15,1,21,80% Green energy & 20% higher than current,0.030303030303030304
879,Compulsory school,1,15,1,21,100% Green energy & 20% lower than current,0.025974025974025976
880,Compulsory school,1,15,1,21,100% Green energy & same as current,0.025974025974025976
881,Compulsory school,1,15,1,21,100% Green energy & 20% higher than current,0.021645021645021644
882,Compulsory school,1,15,2,15,60% Green energy & 20% lower than current,0.021645021645021644
883,Compulsory school,1,15,2,15,60% Green energy & same as current,0.021645021645021644
884,Compulsory school,1,15,2,15,60% Green energy & 20% higher than current,0.021645021645021644
885,Compulsory school,1,15,2,15,80% Green energy & 20% lower than current,0.04329004329004329
886,Compulsory school,1,15,2,15,80% Green energy & same as current,0.017316017316017316
887,Compulsory school,1,15,2,15,80% Green energy & 20% higher than current,0.030303030303030304
888,Compulsory school,1,15,2,15,100% Green energy & 20% lower than current,0.025974025974025976
889,Compulsory school,1,15,2,15,100% Green energy & same as current,0.025974025974025976
890,Compulsory school,1,15,2,15,100% Green energy & 20% higher than current,0.021645021645021644
891,Compulsory school,1,15,3,17,60% Green energy & 20% lower than current,0.021645021645021644
892,Compulsory school,1,15,3,17,60% Green energy & same as current,0.021645021645021644
893,Compulsory school,1,15,3,17,60% Green energy & 20% higher than current,0.021645021645021644
894,Compulsory school,1,15,3,17,80% Green energy & 20% lower than current,0.04329004329004329
895,Compulsory school,1,15,3,17,80% Green energy & same as current,0.017316017316017316
896,Compulsory school,1,15,3,17,80% Green energy & 20% higher than current,0.030303030303030304
897,Compulsory school,1,15,3,17,100% Green energy & 20% lower than current,0.025974025974025976
898,Compulsory school,1,15,3,17,100% Green energy & same as current,0.025974025974025976
899,Compulsory school,1,15,3,17,100% Green energy & 20% higher than current,0.021645021645021644
900,Compulsory school,2,21,1,21,60% Green energy & 20% lower than current,0.021645021645021644
901,Compulsory school,2,21,1,21,60% Green energy & same as current,0.021645021645021644
902,Compulsory school,2,21,1,21,60% Green energy & 20% higher than current,0.021645021645021644
903,Compulsory school,2,21,1,21,80% Green energy & 20% lower than current,0.04329004329004329
904,Compulsory school,2,21,1,21,80% Green energy & same as current,0.017316017316017316
905,Compulsory school,2,21,1,21,80% Green energy & 20% higher than current,0.030303030303030304
906,Compulsory school,2,21,1,21,100% Green energy & 20% lower than current,0.025974025974025976
907,Compulsory school,2,21,1,21,100% Green energy & same as current,0.025974025974025976
908,Compulsory school,2,21,1,21,100% Green energy & 20% higher than current,0.021645021645021644
909,Compulsory school,2,21,2,15,60% Green energy & 20% lower than current,0.021645021645021644
910,Compulsory school,2,21,2,15,60% Green energy & same as current,0.021645021645021644
911,Compulsory school,2,21,2,15,60% Green energy & 20% higher than current,0.021645021645021644
912,Compulsory school,2,21,2,15,80% Green energy & 20% lower than current,0.04329004329004329
913,Compulsory school,2,21,2,15,80% Green energy & same as current,0.017316017316017316
914,Compulsory school,2,21,2,15,80% Green energy & 20% higher than current,0.030303030303030304
915,Compulsory school,2,21,2,15,100% Green energy & 20% lower than current,0.025974025974025976
916,Compulsory school,2,21,2,15,100% Green energy & same as current,0.025974025974025976
917,Compulsory school,2,21,2,15,100% Green energy & 20% higher than current,0.021645021645021644
918,Compulsory school,2,21,3,17,60% Green energy & 20% lower than current,0.021645021645021644
919,Compulsory school,2,21,3,17,60% Green energy & same as current,0.021645021645021644
920,Compulsory school,2,21,3,17,60% Green energy & 20% higher than current,0.021645021645021644
921,Compulsory school,2,21,3,17,80% Green energy & 20% lower than current,0.04329004329004329
922,Compulsory school,2,21,3,17,80% Green energy & same as current,0.017316017316017316
923,Compulsory school,2,21,3,17,80% Green energy & 20% higher than current,0.030303030303030304
924,Compulsory school,2,21,3,17,100% Green energy & 20% lower than current,0.025974025974025976
925,Compulsory school,2,21,3,17,100% Green energy & same as current,0.025974025974025976
926,Compulsory school,2,21,3,17,100% Green energy & 20% higher than current,0.021645021645021644
927,Compulsory school,3,17,1,21,60% Green energy & 20% lower than current,0.021645021645021644
928,Compulsory school,3,17,1,21,60% Green energy & same as current,0.021645021645021644
929,Compulsory school,3,17,1,21,60% Green energy & 20% higher than current,0.021645021645021644
930,Compulsory school,3,17,1,21,80% Green energy & 20% lower than current,0.04329004329004329
931,Compulsory school,3,17,1,21,80% Green energy & same as current,0.017316017316017316
932,Compulsory school,3,17,1,21,80% Green energy & 20% higher than current,0.030303030303030304
933,Compulsory school,3,17,1,21,100% Green energy & 20% lower than current,0.025974025974025976
934,Compulsory school,3,17,1,21,100% Green energy & same as current,0.025974025974025976
935,Compulsory school,3,17,1,21,100% Green energy & 20% higher than current,0.021645021645021644
936,Compulsory school,3,17,2,15,60% Green energy & 20% lower than current,0.021645021645021644
937,Compulsory school,3,17,2,15,60% Green energy & same as current,0.021645021645021644
938,Compulsory school,3,17,2,15,60% Green energy & 20% higher than current,0.021645021645021644
939,Compulsory school,3,17,2,15,80% Green energy & 20% lower than current,0.04329004329004329
940,Compulsory school,3,17,2,15,80% Green energy & same as current,0.017316017316017316
941,Compulsory school,3,17,2,15,80% Green energy & 20% higher than current,0.030303030303030304
942,Compulsory school,3,17,2,15,100% Green energy & 20% lower than current,0.025974025974025976
943,Compulsory school,3,17,2,15,100% Green energy & same as current,0.025974025974025976
944,Compulsory school,3,17,2,15,100% Green energy & 20% higher than current,0.021645021645021644
945,Compulsory school,3,17,3,17,60% Green energy & 20% lower than current,0.021645021645021644
946,Compulsory school,3,17,3,17,60% Green energy & same as current,0.021645021645021644
947,Compulsory school,3,17,3,17,60% Green energy & 20% higher than current,0.021645021645021644
948,Compulsory school,3,17,3,17,80% Green energy & 20% lower than current,0.04329004329004329
949,Compulsory school,3,17,3,17,80% Green energy & same as current,0.017316017316017316
950,Compulsory school,3,17,3,17,80% Green energy & 20% higher than current,0.030303030303030304
951,Compulsory school,3,17,3,17,100% Green energy & 20% lower than current,0.025974025974025976
952,Compulsory school,3,17,3,17,100% Green energy & same as current,0.025974025974025976
953,Compulsory school,3,17,3,17,100% Green energy & 20% higher than current,0.021645021645021644
954,Vocational school,1,145,1,160,60% Green energy & 20% lower than current,0.020292207792207792
955,Vocational school,1,145,1,160,60% Green energy & same as current,0.022321428571428572
956,Vocational school,1,145,1,160,60% Green energy & 20% higher than current,0.016233766233766232
957,Vocational school,1,145,1,160,80% Green energy & 20% lower than current,0.02353896103896104
958,Vocational school,1,145,1,160,80% Green energy & same as current,0.018262987012987012
959,Vocational school,1,145,1,160,80% Green energy & 20% higher than current,0.020292207792207792
960,Vocational school,1,145,1,160,100% Green energy & 20% lower than current,0.021103896103896104
961,Vocational school,1,145,1,160,100% Green energy & same as current,0.0174512987012987
962,Vocational school,1,145,1,160,100% Green energy & 20% higher than current,0.026379870129870128
963,Vocational school,1,145,2,143,60% Green energy & 20% lower than current,0.020292207792207792
964,Vocational school,1,145,2,143,60% Green energy & same as current,0.022321428571428572
965,Vocational school,1,145,2,143,60% Green energy & 20% higher than current,0.016233766233766232
966,Vocational school,1,145,2,143,80% Green energy & 20% lower than current,0.02353896103896104
967,Vocational school,1,145,2,143,80% Green energy & same as current,0.018262987012987012
968,Vocational school,1,145,2,143,80% Green energy & 20% higher than current,0.020292207792207792
969,Vocational school,1,145,2,143,100% Green energy & 20% lower than current,0.021103896103896104
970,Vocational school,1,145,2,143,100% Green energy & same as current,0.0174512987012987
971,Vocational school,1,145,2,143,100% Green energy & 20% higher than current,0.026379870129870128
972,Vocational school,1,145,3,155,60% Green energy & 20% lower than current,0.020292207792207792
973,Vocational school,1,145,3,155,60% Green energy & same as current,0.022321428571428572
974,Vocational school,1,145,3,155,60% Green energy & 20% higher than current,0.016233766233766232
975,Vocational school,1,145,3,155,80% Green energy & 20% lower than current,0.02353896103896104
976,Vocational school,1,145,3,155,80% Green energy & same as current,0.018262987012987012
977,Vocational school,1,145,3,155,80% Green energy & 20% higher than current,0.020292207792207792
978,Vocational school,1,145,3,155,100% Green energy & 20% lower than current,0.021103896103896104
979,Vocational school,1,145,3,155,100% Green energy & same as current,0.0174512987012987
980,Vocational school,1,145,3,155,100% Green energy & 20% higher than current,0.026379870129870128
981,Vocational school,2,153,1,160,60% Green energy & 20% lower than current,0.020292207792207792
982,Vocational school,2,153,1,160,60% Green energy & same as current,0.022321428571428572
983,Vocational school,2,153,1,160,60% Green energy & 20% higher than current,0.016233766233766232
984,Vocational school,2,153,1,160,80% Green energy & 20% lower than current,0.02353896103896104
985,Vocational school,2,153,1,160,80% Green energy & same as current,0.018262987012987012
986,Vocational school,2,153,1,160,80% Green energy & 20% higher than current,0.020292207792207792
987,Vocational school,2,153,1,160,100% Green energy & 20% lower than current,0.021103896103896104
988,Vocational school,2,153,1,160,100% Green energy & same as current,0.0174512987012987
989,Vocational school,2,153,1,160,100% Green energy & 20% higher than current,0.026379870129870128
990,Vocational school,2,153,2,143,60% Green energy & 20% lower than current,0.020292207792207792
991,Vocational school,2,153,2,143,60% Green energy & same as current,0.022321428571428572
