,income,green_energy,green_energy_freq,cost,cost_freq,combination,combination_freq
1955,9000-12000,2,33,3,27,60% Green energy & 20% higher than current,0.008695652173913044
1956,9000-12000,2,33,3,27,80% Green energy & 20% lower than current,0.011180124223602485
1957,9000-12000,2,33,3,27,80% Green energy & same as current,0.013664596273291925
1958,9000-12000,2,33,3,27,80% Green energy & 20% higher than current,0.016149068322981366
1959,9000-12000,2,33,3,27,100% Green energy & 20% lower than current,0.011180124223602485
1960,9000-12000,2,33,3,27,100% Green energy & same as current,0.013664596273291925
1961,9000-12000,2,33,3,27,100% Green energy & 20% higher than current,0.008695652173913044
1962,9000-12000,3,27,1,25,60% Green energy & 20% lower than current,0.008695652173913044
1963,9000-12000,3,27,1,25,60% Green energy & same as current,0.013664596273291925
1964,9000-12000,3,27,1,25,60% Green energy & 20% higher than current,0.008695652173913044
1965,9000-12000,3,27,1,25,80% Green energy & 20% lower than current,0.011180124223602485
1966,9000-12000,3,27,1,25,80% Green energy & same as current,0.013664596273291925
1967,9000-12000,3,27,1,25,80% Green energy & 20% higher than current,0.016149068322981366
1968,9000-12000,3,27,1,25,100% Green energy & 20% lower than current,0.011180124223602485
1969,9000-12000,3,27,1,25,100% Green energy & same as current,0.013664596273291925
1970,9000-12000,3,27,1,25,100% Green energy & 20% higher than current,0.008695652173913044
1971,9000-12000,3,27,2,33,60% Green energy & 20% lower than current,0.008695652173913044
1972,9000-12000,3,27,2,33,60% Green energy & same as current,0.013664596273291925
1973,9000-12000,3,27,2,33,60% Green energy & 20% higher than current,0.008695652173913044
1974,9000-12000,3,27,2,33,80% Green energy & 20% lower than current,0.011180124223602485
1975,9000-12000,3,27,2,33,80% Green energy & same as current,0.013664596273291925
1976,9000-12000,3,27,2,33,80% Green energy & 20% higher than current,0.016149068322981366
1977,9000-12000,3,27,2,33,100% Green energy & 20% lower than current,0.011180124223602485
1978,9000-12000,3,27,2,33,100% Green energy & same as current,0.013664596273291925
1979,9000-12000,3,27,2,33,100% Green energy & 20% higher than current,0.008695652173913044
1980,9000-12000,3,27,3,27,60% Green energy & 20% lower than current,0.008695652173913044
1981,9000-12000,3,27,3,27,60% Green energy & same as current,0.013664596273291925
1982,9000-12000,3,27,3,27,60% Green energy & 20% higher than current,0.008695652173913044
1983,9000-12000,3,27,3,27,80% Green energy & 20% lower than current,0.011180124223602485
1984,9000-12000,3,27,3,27,80% Green energy & same as current,0.013664596273291925
1985,9000-12000,3,27,3,27,80% Green energy & 20% higher than current,0.016149068322981366
1986,9000-12000,3,27,3,27,100% Green energy & 20% lower than current,0.011180124223602485
1987,9000-12000,3,27,3,27,100% Green energy & same as current,0.013664596273291925
1988,9000-12000,3,27,3,27,100% Green energy & 20% higher than current,0.008695652173913044
1989,9000-12000,1,51,1,50,60% Green energy & 20% lower than current,0.014906832298136646
1990,9000-12000,1,51,1,50,60% Green energy & same as current,0.02732919254658385
1991,9000-12000,1,51,1,50,60% Green energy & 20% higher than current,0.02111801242236025
1992,9000-12000,1,51,1,50,80% Green energy & 20% lower than current,0.02360248447204969
1993,9000-12000,1,51,1,50,80% Green energy & same as current,0.016149068322981366
1994,9000-12000,1,51,1,50,80% Green energy & 20% higher than current,0.016149068322981366
1995,9000-12000,1,51,1,50,100% Green energy & 20% lower than current,0.02360248447204969
1996,9000-12000,1,51,1,50,100% Green energy & same as current,0.017391304347826087
1997,9000-12000,1,51,1,50,100% Green energy & 20% higher than current,0.018633540372670808
1998,9000-12000,1,51,2,49,60% Green energy & 20% lower than current,0.014906832298136646
1999,9000-12000,1,51,2,49,60% Green energy & same as current,0.02732919254658385
2000,9000-12000,1,51,2,49,60% Green energy & 20% higher than current,0.02111801242236025
2001,9000-12000,1,51,2,49,80% Green energy & 20% lower than current,0.02360248447204969
2002,9000-12000,1,51,2,49,80% Green energy & same as current,0.016149068322981366
2003,9000-12000,1,51,2,49,80% Green energy & 20% higher than current,0.016149068322981366
2004,9000-12000,1,51,2,49,100% Green energy & 20% lower than current,0.02360248447204969
2005,9000-12000,1,51,2,49,100% Green energy & same as current,0.017391304347826087
2006,9000-12000,1,51,2,49,100% Green energy & 20% higher than current,0.018633540372670808
2007,9000-12000,1,51,3,45,60% Green energy & 20% lower than current,0.014906832298136646
2008,9000-12000,1,51,3,45,60% Green energy & same as current,0.02732919254658385
2009,9000-12000,1,51,3,45,60% Green energy & 20% higher than current,0.02111801242236025
2010,9000-12000,1,51,3,45,80% Green energy & 20% lower than current,0.02360248447204969
2011,9000-12000,1,51,3,45,80% Green energy & same as current,0.016149068322981366
2012,9000-12000,1,51,3,45,80% Green energy & 20% higher than current,0.016149068322981366
2013,9000-12000,1,51,3,45,100% Green energy & 20% lower than current,0.02360248447204969
2014,9000-12000,1,51,3,45,100% Green energy & same as current,0.017391304347826087
2015,9000-12000,1,51,3,45,100% Green energy & 20% higher than current,0.018633540372670808
2016,9000-12000,2,45,1,50,60% Green energy & 20% lower than current,0.014906832298136646
2017,9000-12000,2,45,1,50,60% Green energy & same as current,0.02732919254658385
2018,9000-12000,2,45,1,50,60% Green energy & 20% higher than current,0.02111801242236025
2019,9000-12000,2,45,1,50,80% Green energy & 20% lower than current,0.02360248447204969
2020,9000-12000,2,45,1,50,80% Green energy & same as current,0.016149068322981366
2021,9000-12000,2,45,1,50,80% Green energy & 20% higher than current,0.016149068322981366
2022,9000-12000,2,45,1,50,100% Green energy & 20% lower than current,0.02360248447204969
2023,9000-12000,2,45,1,50,100% Green energy & same as current,0.017391304347826087
2024,9000-12000,2,45,1,50,100% Green energy & 20% higher than current,0.018633540372670808
2025,9000-12000,2,45,2,49,60% Green energy & 20% lower than current,0.014906832298136646
2026,9000-12000,2,45,2,49,60% Green energy & same as current,0.02732919254658385
2027,9000-12000,2,45,2,49,60% Green energy & 20% higher than current,0.02111801242236025
2028,9000-12000,2,45,2,49,80% Green energy & 20% lower than current,0.02360248447204969
2029,9000-12000,2,45,2,49,80% Green energy & same as current,0.016149068322981366
2030,9000-12000,2,45,2,49,80% Green energy & 20% higher than current,0.016149068322981366
2031,9000-12000,2,45,2,49,100% Green energy & 20% lower than current,0.02360248447204969
2032,9000-12000,2,45,2,49,100% Green energy & same as current,0.017391304347826087
2033,9000-12000,2,45,2,49,100% Green energy & 20% higher than current,0.018633540372670808
2034,9000-12000,2,45,3,45,60% Green energy & 20% lower than current,0.014906832298136646
2035,9000-12000,2,45,3,45,60% Green energy & same as current,0.02732919254658385
2036,9000-12000,2,45,3,45,60% Green energy & 20% higher than current,0.02111801242236025
2037,9000-12000,2,45,3,45,80% Green energy & 20% lower than current,0.02360248447204969
2038,9000-12000,2,45,3,45,80% Green energy & same as current,0.016149068322981366
2039,9000-12000,2,45,3,45,80% Green energy & 20% higher than current,0.016149068322981366
2040,9000-12000,2,45,3,45,100% Green energy & 20% lower than current,0.02360248447204969
2041,9000-12000,2,45,3,45,100% Green energy & same as current,0.017391304347826087
2042,9000-12000,2,45,3,45,100% Green energy & 20% higher than current,0.018633540372670808
2043,9000-12000,3,48,1,50,60% Green energy & 20% lower than current,0.014906832298136646
2044,9000-12000,3,48,1,50,60% Green energy & same as current,0.02732919254658385
2045,9000-12000,3,48,1,50,60% Green energy & 20% higher than current,0.02111801242236025
2046,9000-12000,3,48,1,50,80% Green energy & 20% lower than current,0.02360248447204969
2047,9000-12000,3,48,1,50,80% Green energy & same as current,0.016149068322981366
2048,9000-12000,3,48,1,50,80% Green energy & 20% higher than current,0.016149068322981366
2049,9000-12000,3,48,1,50,100% Green energy & 20% lower than current,0.02360248447204969
2050,9000-12000,3,48,1,50,100% Green energy & same as current,0.017391304347826087
2051,9000-12000,3,48,1,50,100% Green energy & 20% higher than current,0.018633540372670808
2052,9000-12000,3,48,2,49,60% Green energy & 20% lower than current,0.014906832298136646
2053,9000-12000,3,48,2,49,60% Green energy & same as current,0.02732919254658385
2054,9000-12000,3,48,2,49,60% Green energy & 20% higher than current,0.02111801242236025
2055,9000-12000,3,48,2,49,80% Green energy & 20% lower than current,0.02360248447204969
2056,9000-12000,3,48,2,49,80% Green energy & same as current,0.016149068322981366
2057,9000-12000,3,48,2,49,80% Green energy & 20% higher than current,0.016149068322981366
2058,9000-12000,3,48,2,49,100% Green energy & 20% lower than current,0.02360248447204969
2059,9000-12000,3,48,2,49,100% Green energy & same as current,0.017391304347826087
2060,9000-12000,3,48,2,49,100% Green energy & 20% higher than current,0.018633540372670808
2061,9000-12000,3,48,3,45,60% Green energy & 20% lower than current,0.014906832298136646
2062,9000-12000,3,48,3,45,60% Green energy & same as current,0.02732919254658385
2063,9000-12000,3,48,3,45,60% Green energy & 20% higher than current,0.02111801242236025
2064,9000-12000,3,48,3,45,80% Green energy & 20% lower than current,0.02360248447204969
2065,9000-12000,3,48,3,45,80% Green energy & same as current,0.016149068322981366
2066,9000-12000,3,48,3,45,80% Green energy & 20% higher than current,0.016149068322981366
2067,9000-12000,3,48,3,45,100% Green energy & 20% lower than current,0.02360248447204969
2068,9000-12000,3,48,3,45,100% Green energy & same as current,0.017391304347826087
2069,9000-12000,3,48,3,45,100% Green energy & 20% higher than current,0.018633540372670808
2070,9000-12000,1,72,1,68,60% Green energy & 20% lower than current,0.02608695652173913
2071,9000-12000,1,72,1,68,60% Green energy & same as current,0.03354037267080745
2072,9000-12000,1,72,1,68,60% Green energy & 20% higher than current,0.02981366459627329
2073,9000-12000,1,72,1,68,80% Green energy & 20% lower than current,0.03354037267080745
2074,9000-12000,1,72,1,68,80% Green energy & same as current,0.031055900621118012
2075,9000-12000,1,72,1,68,80% Green energy & 20% higher than current,0.024844720496894408
2076,9000-12000,1,72,1,68,100% Green energy & 20% lower than current,0.024844720496894408
2077,9000-12000,1,72,1,68,100% Green energy & same as current,0.02608695652173913
2078,9000-12000,1,72,1,68,100% Green energy & 20% higher than current,0.031055900621118012
2079,9000-12000,1,72,2,73,60% Green energy & 20% lower than current,0.02608695652173913
2080,9000-12000,1,72,2,73,60% Green energy & same as current,0.03354037267080745
2081,9000-12000,1,72,2,73,60% Green energy & 20% higher than current,0.02981366459627329
2082,9000-12000,1,72,2,73,80% Green energy & 20% lower than current,0.03354037267080745
2083,9000-12000,1,72,2,73,80% Green energy & same as current,0.031055900621118012
2084,9000-12000,1,72,2,73,80% Green energy & 20% higher than current,0.024844720496894408
2085,9000-12000,1,72,2,73,100% Green energy & 20% lower than current,0.024844720496894408
2086,9000-12000,1,72,2,73,100% Green energy & same as current,0.02608695652173913
2087,9000-12000,1,72,2,73,100% Green energy & 20% higher than current,0.031055900621118012
2088,9000-12000,1,72,3,69,60% Green energy & 20% lower than current,0.02608695652173913
2089,9000-12000,1,72,3,69,60% Green energy & same as current,0.03354037267080745
2090,9000-12000,1,72,3,69,60% Green energy & 20% higher than current,0.02981366459627329
2091,9000-12000,1,72,3,69,80% Green energy & 20% lower than current,0.03354037267080745
2092,9000-12000,1,72,3,69,80% Green energy & same as current,0.031055900621118012
2093,9000-12000,1,72,3,69,80% Green energy & 20% higher than current,0.024844720496894408
2094,9000-12000,1,72,3,69,100% Green energy & 20% lower than current,0.024844720496894408
2095,9000-12000,1,72,3,69,100% Green energy & same as current,0.02608695652173913
2096,9000-12000,1,72,3,69,100% Green energy & 20% higher than current,0.031055900621118012
2097,9000-12000,2,72,1,68,60% Green energy & 20% lower than current,0.02608695652173913
2098,9000-12000,2,72,1,68,60% Green energy & same as current,0.03354037267080745
2099,9000-12000,2,72,1,68,60% Green energy & 20% higher than current,0.02981366459627329
2100,9000-12000,2,72,1,68,80% Green energy & 20% lower than current,0.03354037267080745
2101,9000-12000,2,72,1,68,80% Green energy & same as current,0.031055900621118012
2102,9000-12000,2,72,1,68,80% Green energy & 20% higher than current,0.024844720496894408
2103,9000-12000,2,72,1,68,100% Green energy & 20% lower than current,0.024844720496894408
2104,9000-12000,2,72,1,68,100% Green energy & same as current,0.02608695652173913
2105,9000-12000,2,72,1,68,100% Green energy & 20% higher than current,0.031055900621118012
