,income,green_energy,green_energy_freq,cost,cost_freq,combination,combination_freq
711,3001-4499,3,26,3,17,60% Green energy & 20% lower than current,0.013539651837524178
712,3001-4499,3,26,3,17,60% Green energy & same as current,0.013539651837524178
713,3001-4499,3,26,3,17,60% Green energy & 20% higher than current,0.01160541586073501
714,3001-4499,3,26,3,17,80% Green energy & 20% lower than current,0.017408123791102514
715,3001-4499,3,26,3,17,80% Green energy & same as current,0.01160541586073501
716,3001-4499,3,26,3,17,80% Green energy & 20% higher than current,0.007736943907156673
717,3001-4499,3,26,3,17,100% Green energy & 20% lower than current,0.01160541586073501
718,3001-4499,3,26,3,17,100% Green energy & same as current,0.025145067698259187
719,3001-4499,3,26,3,17,100% Green energy & 20% higher than current,0.013539651837524178
720,3001-4499,1,22,1,20,60% Green energy & 20% lower than current,0.013539651837524178
721,3001-4499,1,22,1,20,60% Green energy & same as current,0.019342359767891684
722,3001-4499,1,22,1,20,60% Green energy & 20% higher than current,0.009671179883945842
723,3001-4499,1,22,1,20,80% Green energy & 20% lower than current,0.017408123791102514
724,3001-4499,1,22,1,20,80% Green energy & same as current,0.007736943907156673
725,3001-4499,1,22,1,20,100% Green energy & 20% lower than current,0.007736943907156673
726,3001-4499,1,22,1,20,100% Green energy & same as current,0.01160541586073501
727,3001-4499,1,22,1,20,100% Green energy & 20% higher than current,0.007736943907156673
728,3001-4499,1,22,2,20,60% Green energy & 20% lower than current,0.013539651837524178
729,3001-4499,1,22,2,20,60% Green energy & same as current,0.019342359767891684
730,3001-4499,1,22,2,20,60% Green energy & 20% higher than current,0.009671179883945842
731,3001-4499,1,22,2,20,80% Green energy & 20% lower than current,0.017408123791102514
732,3001-4499,1,22,2,20,80% Green energy & same as current,0.007736943907156673
733,3001-4499,1,22,2,20,100% Green energy & 20% lower than current,0.007736943907156673
734,3001-4499,1,22,2,20,100% Green energy & same as current,0.01160541586073501
735,3001-4499,1,22,2,20,100% Green energy & 20% higher than current,0.007736943907156673
736,3001-4499,1,22,3,9,60% Green energy & 20% lower than current,0.013539651837524178
737,3001-4499,1,22,3,9,60% Green energy & same as current,0.019342359767891684
738,3001-4499,1,22,3,9,60% Green energy & 20% higher than current,0.009671179883945842
739,3001-4499,1,22,3,9,80% Green energy & 20% lower than current,0.017408123791102514
740,3001-4499,1,22,3,9,80% Green energy & same as current,0.007736943907156673
741,3001-4499,1,22,3,9,100% Green energy & 20% lower than current,0.007736943907156673
742,3001-4499,1,22,3,9,100% Green energy & same as current,0.01160541586073501
743,3001-4499,1,22,3,9,100% Green energy & 20% higher than current,0.007736943907156673
744,3001-4499,2,13,1,20,60% Green energy & 20% lower than current,0.013539651837524178
745,3001-4499,2,13,1,20,60% Green energy & same as current,0.019342359767891684
746,3001-4499,2,13,1,20,60% Green energy & 20% higher than current,0.009671179883945842
747,3001-4499,2,13,1,20,80% Green energy & 20% lower than current,0.017408123791102514
748,3001-4499,2,13,1,20,80% Green energy & same as current,0.007736943907156673
749,3001-4499,2,13,1,20,100% Green energy & 20% lower than current,0.007736943907156673
750,3001-4499,2,13,1,20,100% Green energy & same as current,0.01160541586073501
751,3001-4499,2,13,1,20,100% Green energy & 20% higher than current,0.007736943907156673
752,3001-4499,2,13,2,20,60% Green energy & 20% lower than current,0.013539651837524178
753,3001-4499,2,13,2,20,60% Green energy & same as current,0.019342359767891684
754,3001-4499,2,13,2,20,60% Green energy & 20% higher than current,0.009671179883945842
755,3001-4499,2,13,2,20,80% Green energy & 20% lower than current,0.017408123791102514
756,3001-4499,2,13,2,20,80% Green energy & same as current,0.007736943907156673
757,3001-4499,2,13,2,20,100% Green energy & 20% lower than current,0.007736943907156673
758,3001-4499,2,13,2,20,100% Green energy & same as current,0.01160541586073501
759,3001-4499,2,13,2,20,100% Green energy & 20% higher than current,0.007736943907156673
760,3001-4499,2,13,3,9,60% Green energy & 20% lower than current,0.013539651837524178
761,3001-4499,2,13,3,9,60% Green energy & same as current,0.019342359767891684
762,3001-4499,2,13,3,9,60% Green energy & 20% higher than current,0.009671179883945842
763,3001-4499,2,13,3,9,80% Green energy & 20% lower than current,0.017408123791102514
764,3001-4499,2,13,3,9,80% Green energy & same as current,0.007736943907156673
765,3001-4499,2,13,3,9,100% Green energy & 20% lower than current,0.007736943907156673
766,3001-4499,2,13,3,9,100% Green energy & same as current,0.01160541586073501
767,3001-4499,2,13,3,9,100% Green energy & 20% higher than current,0.007736943907156673
768,3001-4499,3,14,1,20,60% Green energy & 20% lower than current,0.013539651837524178
769,3001-4499,3,14,1,20,60% Green energy & same as current,0.019342359767891684
770,3001-4499,3,14,1,20,60% Green energy & 20% higher than current,0.009671179883945842
771,3001-4499,3,14,1,20,80% Green energy & 20% lower than current,0.017408123791102514
772,3001-4499,3,14,1,20,80% Green energy & same as current,0.007736943907156673
773,3001-4499,3,14,1,20,100% Green energy & 20% lower than current,0.007736943907156673
774,3001-4499,3,14,1,20,100% Green energy & same as current,0.01160541586073501
775,3001-4499,3,14,1,20,100% Green energy & 20% higher than current,0.007736943907156673
776,3001-4499,3,14,2,20,60% Green energy & 20% lower than current,0.013539651837524178
777,3001-4499,3,14,2,20,60% Green energy & same as current,0.019342359767891684
778,3001-4499,3,14,2,20,60% Green energy & 20% higher than current,0.009671179883945842
779,3001-4499,3,14,2,20,80% Green energy & 20% lower than current,0.017408123791102514
780,3001-4499,3,14,2,20,80% Green energy & same as current,0.007736943907156673
781,3001-4499,3,14,2,20,100% Green energy & 20% lower than current,0.007736943907156673
782,3001-4499,3,14,2,20,100% Green energy & same as current,0.01160541586073501
783,3001-4499,3,14,2,20,100% Green energy & 20% higher than current,0.007736943907156673
784,3001-4499,3,14,3,9,60% Green energy & 20% lower than current,0.013539651837524178
785,3001-4499,3,14,3,9,60% Green energy & same as current,0.019342359767891684
786,3001-4499,3,14,3,9,60% Green energy & 20% higher than current,0.009671179883945842
787,3001-4499,3,14,3,9,80% Green energy & 20% lower than current,0.017408123791102514
788,3001-4499,3,14,3,9,80% Green energy & same as current,0.007736943907156673
789,3001-4499,3,14,3,9,100% Green energy & 20% lower than current,0.007736943907156673
790,3001-4499,3,14,3,9,100% Green energy & same as current,0.01160541586073501
791,3001-4499,3,14,3,9,100% Green energy & 20% higher than current,0.007736943907156673
792,3001-4499,1,14,1,14,60% Green energy & 20% lower than current,0.005802707930367505
793,3001-4499,1,14,1,14,60% Green energy & same as current,0.015473887814313346
794,3001-4499,1,14,1,14,60% Green energy & 20% higher than current,0.005802707930367505
795,3001-4499,1,14,1,14,80% Green energy & 20% lower than current,0.007736943907156673
796,3001-4499,1,14,1,14,80% Green energy & same as current,0.007736943907156673
797,3001-4499,1,14,1,14,80% Green energy & 20% higher than current,0.005802707930367505
798,3001-4499,1,14,1,14,100% Green energy & 20% lower than current,0.013539651837524178
799,3001-4499,1,14,1,14,100% Green energy & same as current,0.009671179883945842
800,3001-4499,1,14,1,14,100% Green energy & 20% higher than current,0.015473887814313346
801,3001-4499,1,14,2,17,60% Green energy & 20% lower than current,0.005802707930367505
802,3001-4499,1,14,2,17,60% Green energy & same as current,0.015473887814313346
803,3001-4499,1,14,2,17,60% Green energy & 20% higher than current,0.005802707930367505
804,3001-4499,1,14,2,17,80% Green energy & 20% lower than current,0.007736943907156673
805,3001-4499,1,14,2,17,80% Green energy & same as current,0.007736943907156673
806,3001-4499,1,14,2,17,80% Green energy & 20% higher than current,0.005802707930367505
807,3001-4499,1,14,2,17,100% Green energy & 20% lower than current,0.013539651837524178
808,3001-4499,1,14,2,17,100% Green energy & same as current,0.009671179883945842
809,3001-4499,1,14,2,17,100% Green energy & 20% higher than current,0.015473887814313346
810,3001-4499,1,14,3,14,60% Green energy & 20% lower than current,0.005802707930367505
811,3001-4499,1,14,3,14,60% Green energy & same as current,0.015473887814313346
812,3001-4499,1,14,3,14,60% Green energy & 20% higher than current,0.005802707930367505
813,3001-4499,1,14,3,14,80% Green energy & 20% lower than current,0.007736943907156673
814,3001-4499,1,14,3,14,80% Green energy & same as current,0.007736943907156673
815,3001-4499,1,14,3,14,80% Green energy & 20% higher than current,0.005802707930367505
816,3001-4499,1,14,3,14,100% Green energy & 20% lower than current,0.013539651837524178
817,3001-4499,1,14,3,14,100% Green energy & same as current,0.009671179883945842
818,3001-4499,1,14,3,14,100% Green energy & 20% higher than current,0.015473887814313346
819,3001-4499,2,11,1,14,60% Green energy & 20% lower than current,0.005802707930367505
820,3001-4499,2,11,1,14,60% Green energy & same as current,0.015473887814313346
821,3001-4499,2,11,1,14,60% Green energy & 20% higher than current,0.005802707930367505
822,3001-4499,2,11,1,14,80% Green energy & 20% lower than current,0.007736943907156673
823,3001-4499,2,11,1,14,80% Green energy & same as current,0.007736943907156673
824,3001-4499,2,11,1,14,80% Green energy & 20% higher than current,0.005802707930367505
825,3001-4499,2,11,1,14,100% Green energy & 20% lower than current,0.013539651837524178
826,3001-4499,2,11,1,14,100% Green energy & same as current,0.009671179883945842
827,3001-4499,2,11,1,14,100% Green energy & 20% higher than current,0.015473887814313346
828,3001-4499,2,11,2,17,60% Green energy & 20% lower than current,0.005802707930367505
829,3001-4499,2,11,2,17,60% Green energy & same as current,0.015473887814313346
830,3001-4499,2,11,2,17,60% Green energy & 20% higher than current,0.005802707930367505
831,3001-4499,2,11,2,17,80% Green energy & 20% lower than current,0.007736943907156673
832,3001-4499,2,11,2,17,80% Green energy & same as current,0.007736943907156673
833,3001-4499,2,11,2,17,80% Green energy & 20% higher than current,0.005802707930367505
834,3001-4499,2,11,2,17,100% Green energy & 20% lower than current,0.013539651837524178
835,3001-4499,2,11,2,17,100% Green energy & same as current,0.009671179883945842
836,3001-4499,2,11,2,17,100% Green energy & 20% higher than current,0.015473887814313346
837,3001-4499,2,11,3,14,60% Green energy & 20% lower than current,0.005802707930367505
838,3001-4499,2,11,3,14,60% Green energy & same as current,0.015473887814313346
839,3001-4499,2,11,3,14,60% Green energy & 20% higher than current,0.005802707930367505
840,3001-4499,2,11,3,14,80% Green energy & 20% lower than current,0.007736943907156673
841,3001-4499,2,11,3,14,80% Green energy & same as current,0.007736943907156673
842,3001-4499,2,11,3,14,80% Green energy & 20% higher than current,0.005802707930367505
843,3001-4499,2,11,3,14,100% Green energy & 20% lower than current,0.013539651837524178
844,3001-4499,2,11,3,14,100% Green energy & same as current,0.009671179883945842
845,3001-4499,2,11,3,14,100% Green energy & 20% higher than current,0.015473887814313346
846,3001-4499,3,20,1,14,60% Green energy & 20% lower than current,0.005802707930367505
847,3001-4499,3,20,1,14,60% Green energy & same as current,0.015473887814313346
848,3001-4499,3,20,1,14,60% Green energy & 20% higher than current,0.005802707930367505
849,3001-4499,3,20,1,14,80% Green energy & 20% lower than current,0.007736943907156673
850,3001-4499,3,20,1,14,80% Green energy & same as current,0.007736943907156673
851,3001-4499,3,20,1,14,80% Green energy & 20% higher than current,0.005802707930367505
852,3001-4499,3,20,1,14,100% Green energy & 20% lower than current,0.013539651837524178
853,3001-4499,3,20,1,14,100% Green energy & same as current,0.009671179883945842
854,3001-4499,3,20,1,14,100% Green energy & 20% higher than current,0.015473887814313346
855,3001-4499,3,20,2,17,60% Green energy & 20% lower than current,0.005802707930367505
856,3001-4499,3,20,2,17,60% Green energy & same as current,0.015473887814313346
857,3001-4499,3,20,2,17,60% Green energy & 20% higher than current,0.005802707930367505
858,3001-4499,3,20,2,17,80% Green energy & 20% lower than current,0.007736943907156673
859,3001-4499,3,20,2,17,80% Green energy & same as current,0.007736943907156673
860,3001-4499,3,20,2,17,80% Green energy & 20% higher than current,0.005802707930367505
861,3001-4499,3,20,2,17,100% Green energy & 20% lower than current,0.013539651837524178
862,3001-4499,3,20,2,17,100% Green energy & same as current,0.009671179883945842
863,3001-4499,3,20,2,17,100% Green energy & 20% higher than current,0.015473887814313346
864,3001-4499,3,20,3,14,60% Green energy & 20% lower than current,0.005802707930367505
865,3001-4499,3,20,3,14,60% Green energy & same as current,0.015473887814313346
866,3001-4499,3,20,3,14,60% Green energy & 20% higher than current,0.005802707930367505
867,3001-4499,3,20,3,14,80% Green energy & 20% lower than current,0.007736943907156673
868,3001-4499,3,20,3,14,80% Green energy & same as current,0.007736943907156673
869,3001-4499,3,20,3,14,80% Green energy & 20% higher than current,0.005802707930367505
870,3001-4499,3,20,3,14,100% Green energy & 20% lower than current,0.013539651837524178
871,3001-4499,3,20,3,14,100% Green energy & same as current,0.009671179883945842
872,3001-4499,3,20,3,14,100% Green energy & 20% higher than current,0.015473887814313346
873,4500-5999,1,15,1,21,60% Green energy & 20% lower than current,0.005995203836930456
874,4500-5999,1,15,1,21,60% Green energy & same as current,0.005995203836930456
875,4500-5999,1,15,1,21,60% Green energy & 20% higher than current,0.005995203836930456
876,4500-5999,1,15,1,21,80% Green energy & 20% lower than current,0.011990407673860911
877,4500-5999,1,15,1,21,80% Green energy & same as current,0.004796163069544364
878,4500-5999,1,15,1,21,80% Green energy & 20% higher than current,0.008393285371702638
879,4500-5999,1,15,1,21,100% Green energy & 20% lower than current,0.007194244604316547
880,4500-5999,1,15,1,21,100% Green energy & same as current,0.007194244604316547
881,4500-5999,1,15,1,21,100% Green energy & 20% higher than current,0.005995203836930456
882,4500-5999,1,15,2,15,60% Green energy & 20% lower than current,0.005995203836930456
883,4500-5999,1,15,2,15,60% Green energy & same as current,0.005995203836930456
884,4500-5999,1,15,2,15,60% Green energy & 20% higher than current,0.005995203836930456
885,4500-5999,1,15,2,15,80% Green energy & 20% lower than current,0.011990407673860911
886,4500-5999,1,15,2,15,80% Green energy & same as current,0.004796163069544364
887,4500-5999,1,15,2,15,80% Green energy & 20% higher than current,0.008393285371702638
888,4500-5999,1,15,2,15,100% Green energy & 20% lower than current,0.007194244604316547
889,4500-5999,1,15,2,15,100% Green energy & same as current,0.007194244604316547
890,4500-5999,1,15,2,15,100% Green energy & 20% higher than current,0.005995203836930456
891,4500-5999,1,15,3,17,60% Green energy & 20% lower than current,0.005995203836930456
892,4500-5999,1,15,3,17,60% Green energy & same as current,0.005995203836930456
893,4500-5999,1,15,3,17,60% Green energy & 20% higher than current,0.005995203836930456
894,4500-5999,1,15,3,17,80% Green energy & 20% lower than current,0.011990407673860911
895,4500-5999,1,15,3,17,80% Green energy & same as current,0.004796163069544364
896,4500-5999,1,15,3,17,80% Green energy & 20% higher than current,0.008393285371702638
897,4500-5999,1,15,3,17,100% Green energy & 20% lower than current,0.007194244604316547
898,4500-5999,1,15,3,17,100% Green energy & same as current,0.007194244604316547
899,4500-5999,1,15,3,17,100% Green energy & 20% higher than current,0.005995203836930456
900,4500-5999,2,21,1,21,60% Green energy & 20% lower than current,0.005995203836930456
901,4500-5999,2,21,1,21,60% Green energy & same as current,0.005995203836930456
902,4500-5999,2,21,1,21,60% Green energy & 20% higher than current,0.005995203836930456
903,4500-5999,2,21,1,21,80% Green energy & 20% lower than current,0.011990407673860911
904,4500-5999,2,21,1,21,80% Green energy & same as current,0.004796163069544364
905,4500-5999,2,21,1,21,80% Green energy & 20% higher than current,0.008393285371702638
906,4500-5999,2,21,1,21,100% Green energy & 20% lower than current,0.007194244604316547
907,4500-5999,2,21,1,21,100% Green energy & same as current,0.007194244604316547
908,4500-5999,2,21,1,21,100% Green energy & 20% higher than current,0.005995203836930456
909,4500-5999,2,21,2,15,60% Green energy & 20% lower than current,0.005995203836930456
910,4500-5999,2,21,2,15,60% Green energy & same as current,0.005995203836930456
911,4500-5999,2,21,2,15,60% Green energy & 20% higher than current,0.005995203836930456
912,4500-5999,2,21,2,15,80% Green energy & 20% lower than current,0.011990407673860911
913,4500-5999,2,21,2,15,80% Green energy & same as current,0.004796163069544364
914,4500-5999,2,21,2,15,80% Green energy & 20% higher than current,0.008393285371702638
915,4500-5999,2,21,2,15,100% Green energy & 20% lower than current,0.007194244604316547
916,4500-5999,2,21,2,15,100% Green energy & same as current,0.007194244604316547
917,4500-5999,2,21,2,15,100% Green energy & 20% higher than current,0.005995203836930456
918,4500-5999,2,21,3,17,60% Green energy & 20% lower than current,0.005995203836930456
919,4500-5999,2,21,3,17,60% Green energy & same as current,0.005995203836930456
920,4500-5999,2,21,3,17,60% Green energy & 20% higher than current,0.005995203836930456
921,4500-5999,2,21,3,17,80% Green energy & 20% lower than current,0.011990407673860911
922,4500-5999,2,21,3,17,80% Green energy & same as current,0.004796163069544364
923,4500-5999,2,21,3,17,80% Green energy & 20% higher than current,0.008393285371702638
924,4500-5999,2,21,3,17,100% Green energy & 20% lower than current,0.007194244604316547
925,4500-5999,2,21,3,17,100% Green energy & same as current,0.007194244604316547
926,4500-5999,2,21,3,17,100% Green energy & 20% higher than current,0.005995203836930456
927,4500-5999,3,17,1,21,60% Green energy & 20% lower than current,0.005995203836930456
928,4500-5999,3,17,1,21,60% Green energy & same as current,0.005995203836930456
929,4500-5999,3,17,1,21,60% Green energy & 20% higher than current,0.005995203836930456
930,4500-5999,3,17,1,21,80% Green energy & 20% lower than current,0.011990407673860911
931,4500-5999,3,17,1,21,80% Green energy & same as current,0.004796163069544364
932,4500-5999,3,17,1,21,80% Green energy & 20% higher than current,0.008393285371702638
933,4500-5999,3,17,1,21,100% Green energy & 20% lower than current,0.007194244604316547
934,4500-5999,3,17,1,21,100% Green energy & same as current,0.007194244604316547
935,4500-5999,3,17,1,21,100% Green energy & 20% higher than current,0.005995203836930456
936,4500-5999,3,17,2,15,60% Green energy & 20% lower than current,0.005995203836930456
937,4500-5999,3,17,2,15,60% Green energy & same as current,0.005995203836930456
938,4500-5999,3,17,2,15,60% Green energy & 20% higher than current,0.005995203836930456
939,4500-5999,3,17,2,15,80% Green energy & 20% lower than current,0.011990407673860911
940,4500-5999,3,17,2,15,80% Green energy & same as current,0.004796163069544364
941,4500-5999,3,17,2,15,80% Green energy & 20% higher than current,0.008393285371702638
942,4500-5999,3,17,2,15,100% Green energy & 20% lower than current,0.007194244604316547
943,4500-5999,3,17,2,15,100% Green energy & same as current,0.007194244604316547
944,4500-5999,3,17,2,15,100% Green energy & 20% higher than current,0.005995203836930456
945,4500-5999,3,17,3,17,60% Green energy & 20% lower than current,0.005995203836930456
946,4500-5999,3,17,3,17,60% Green energy & same as current,0.005995203836930456
947,4500-5999,3,17,3,17,60% Green energy & 20% higher than current,0.005995203836930456
948,4500-5999,3,17,3,17,80% Green energy & 20% lower than current,0.011990407673860911
949,4500-5999,3,17,3,17,80% Green energy & same as current,0.004796163069544364
950,4500-5999,3,17,3,17,80% Green energy & 20% higher than current,0.008393285371702638
951,4500-5999,3,17,3,17,100% Green energy & 20% lower than current,0.007194244604316547
952,4500-5999,3,17,3,17,100% Green energy & same as current,0.007194244604316547
953,4500-5999,3,17,3,17,100% Green energy & 20% higher than current,0.005995203836930456
954,4500-5999,1,145,1,160,60% Green energy & 20% lower than current,0.05995203836930456
955,4500-5999,1,145,1,160,60% Green energy & same as current,0.06594724220623502
956,4500-5999,1,145,1,160,60% Green energy & 20% higher than current,0.047961630695443645
957,4500-5999,1,145,1,160,80% Green energy & 20% lower than current,0.06954436450839328
958,4500-5999,1,145,1,160,80% Green energy & same as current,0.0539568345323741
959,4500-5999,1,145,1,160,80% Green energy & 20% higher than current,0.05995203836930456
960,4500-5999,1,145,1,160,100% Green energy & 20% lower than current,0.06235011990407674
961,4500-5999,1,145,1,160,100% Green energy & same as current,0.05155875299760192
962,4500-5999,1,145,1,160,100% Green energy & 20% higher than current,0.07793764988009592
963,4500-5999,1,145,2,143,60% Green energy & 20% lower than current,0.05995203836930456
964,4500-5999,1,145,2,143,60% Green energy & same as current,0.06594724220623502
965,4500-5999,1,145,2,143,60% Green energy & 20% higher than current,0.047961630695443645
966,4500-5999,1,145,2,143,80% Green energy & 20% lower than current,0.06954436450839328
967,4500-5999,1,145,2,143,80% Green energy & same as current,0.0539568345323741
968,4500-5999,1,145,2,143,80% Green energy & 20% higher than current,0.05995203836930456
969,4500-5999,1,145,2,143,100% Green energy & 20% lower than current,0.06235011990407674
970,4500-5999,1,145,2,143,100% Green energy & same as current,0.05155875299760192
971,4500-5999,1,145,2,143,100% Green energy & 20% higher than current,0.07793764988009592
972,4500-5999,1,145,3,155,60% Green energy & 20% lower than current,0.05995203836930456
973,4500-5999,1,145,3,155,60% Green energy & same as current,0.06594724220623502
974,4500-5999,1,145,3,155,60% Green energy & 20% higher than current,0.047961630695443645
975,4500-5999,1,145,3,155,80% Green energy & 20% lower than current,0.06954436450839328
976,4500-5999,1,145,3,155,80% Green energy & same as current,0.0539568345323741
977,4500-5999,1,145,3,155,80% Green energy & 20% higher than current,0.05995203836930456
978,4500-5999,1,145,3,155,100% Green energy & 20% lower than current,0.06235011990407674
979,4500-5999,1,145,3,155,100% Green energy & same as current,0.05155875299760192
980,4500-5999,1,145,3,155,100% Green energy & 20% higher than current,0.07793764988009592
981,4500-5999,2,153,1,160,60% Green energy & 20% lower than current,0.05995203836930456
982,4500-5999,2,153,1,160,60% Green energy & same as current,0.06594724220623502
983,4500-5999,2,153,1,160,60% Green energy & 20% higher than current,0.047961630695443645
984,4500-5999,2,153,1,160,80% Green energy & 20% lower than current,0.06954436450839328
985,4500-5999,2,153,1,160,80% Green energy & same as current,0.0539568345323741
986,4500-5999,2,153,1,160,80% Green energy & 20% higher than current,0.05995203836930456
987,4500-5999,2,153,1,160,100% Green energy & 20% lower than current,0.06235011990407674
988,4500-5999,2,153,1,160,100% Green energy & same as current,0.05155875299760192
989,4500-5999,2,153,1,160,100% Green energy & 20% higher than current,0.07793764988009592
990,4500-5999,2,153,2,143,60% Green energy & 20% lower than current,0.05995203836930456
991,4500-5999,2,153,2,143,60% Green energy & same as current,0.06594724220623502
992,4500-5999,2,153,2,143,60% Green energy & 20% higher than current,0.047961630695443645
993,4500-5999,2,153,2,143,80% Green energy & 20% lower than current,0.06954436450839328
994,4500-5999,2,153,2,143,80% Green energy & same as current,0.0539568345323741
995,4500-5999,2,153,2,143,80% Green energy & 20% higher than current,0.05995203836930456
996,4500-5999,2,153,2,143,100% Green energy & 20% lower than current,0.06235011990407674
997,4500-5999,2,153,2,143,100% Green energy & same as current,0.05155875299760192
998,4500-5999,2,153,2,143,100% Green energy & 20% higher than current,0.07793764988009592
999,4500-5999,2,153,3,155,60% Green energy & 20% lower than current,0.05995203836930456
1000,4500-5999,2,153,3,155,60% Green energy & same as current,0.06594724220623502
1001,4500-5999,2,153,3,155,60% Green energy & 20% higher than current,0.047961630695443645
1002,4500-5999,2,153,3,155,80% Green energy & 20% lower than current,0.06954436450839328
1003,4500-5999,2,153,3,155,80% Green energy & same as current,0.0539568345323741
1004,4500-5999,2,153,3,155,80% Green energy & 20% higher than current,0.05995203836930456
1005,4500-5999,2,153,3,155,100% Green energy & 20% lower than current,0.06235011990407674
1006,4500-5999,2,153,3,155,100% Green energy & same as current,0.05155875299760192
1007,4500-5999,2,153,3,155,100% Green energy & 20% higher than current,0.07793764988009592
1008,4500-5999,3,160,1,160,60% Green energy & 20% lower than current,0.05995203836930456
1009,4500-5999,3,160,1,160,60% Green energy & same as current,0.06594724220623502
1010,4500-5999,3,160,1,160,60% Green energy & 20% higher than current,0.047961630695443645
1011,4500-5999,3,160,1,160,80% Green energy & 20% lower than current,0.06954436450839328
1012,4500-5999,3,160,1,160,80% Green energy & same as current,0.0539568345323741
1013,4500-5999,3,160,1,160,80% Green energy & 20% higher than current,0.05995203836930456
1014,4500-5999,3,160,1,160,100% Green energy & 20% lower than current,0.06235011990407674
1015,4500-5999,3,160,1,160,100% Green energy & same as current,0.05155875299760192
1016,4500-5999,3,160,1,160,100% Green energy & 20% higher than current,0.07793764988009592
1017,4500-5999,3,160,2,143,60% Green energy & 20% lower than current,0.05995203836930456
1018,4500-5999,3,160,2,143,60% Green energy & same as current,0.06594724220623502
1019,4500-5999,3,160,2,143,60% Green energy & 20% higher than current,0.047961630695443645
1020,4500-5999,3,160,2,143,80% Green energy & 20% lower than current,0.06954436450839328
1021,4500-5999,3,160,2,143,80% Green energy & same as current,0.0539568345323741
1022,4500-5999,3,160,2,143,80% Green energy & 20% higher than current,0.05995203836930456
1023,4500-5999,3,160,2,143,100% Green energy & 20% lower than current,0.06235011990407674
1024,4500-5999,3,160,2,143,100% Green energy & same as current,0.05155875299760192
1025,4500-5999,3,160,2,143,100% Green energy & 20% higher than current,0.07793764988009592
1026,4500-5999,3,160,3,155,60% Green energy & 20% lower than current,0.05995203836930456
1027,4500-5999,3,160,3,155,60% Green energy & same as current,0.06594724220623502
1028,4500-5999,3,160,3,155,60% Green energy & 20% higher than current,0.047961630695443645
1029,4500-5999,3,160,3,155,80% Green energy & 20% lower than current,0.06954436450839328
1030,4500-5999,3,160,3,155,80% Green energy & same as current,0.0539568345323741
1031,4500-5999,3,160,3,155,80% Green energy & 20% higher than current,0.05995203836930456
1032,4500-5999,3,160,3,155,100% Green energy & 20% lower than current,0.06235011990407674
1033,4500-5999,3,160,3,155,100% Green energy & same as current,0.05155875299760192
1034,4500-5999,3,160,3,155,100% Green energy & 20% higher than current,0.07793764988009592
1035,4500-5999,1,47,1,44,60% Green energy & 20% lower than current,0.016786570743405275
1036,4500-5999,1,47,1,44,60% Green energy & same as current,0.02877697841726619
1037,4500-5999,1,47,1,44,60% Green energy & 20% higher than current,0.01079136690647482
1038,4500-5999,1,47,1,44,80% Green energy & 20% lower than current,0.02038369304556355
1039,4500-5999,1,47,1,44,80% Green energy & same as current,0.016786570743405275
1040,4500-5999,1,47,1,44,80% Green energy & 20% higher than current,0.01079136690647482
1041,4500-5999,1,47,1,44,100% Green energy & 20% lower than current,0.015587529976019185
1042,4500-5999,1,47,1,44,100% Green energy & same as current,0.017985611510791366
1043,4500-5999,1,47,1,44,100% Green energy & 20% higher than current,0.023980815347721823
1044,4500-5999,1,47,2,53,60% Green energy & 20% lower than current,0.016786570743405275
1045,4500-5999,1,47,2,53,60% Green energy & same as current,0.02877697841726619
1046,4500-5999,1,47,2,53,60% Green energy & 20% higher than current,0.01079136690647482
1047,4500-5999,1,47,2,53,80% Green energy & 20% lower than current,0.02038369304556355
1048,4500-5999,1,47,2,53,80% Green energy & same as current,0.016786570743405275
1049,4500-5999,1,47,2,53,80% Green energy & 20% higher than current,0.01079136690647482
1050,4500-5999,1,47,2,53,100% Green energy & 20% lower than current,0.015587529976019185
1051,4500-5999,1,47,2,53,100% Green energy & same as current,0.017985611510791366
1052,4500-5999,1,47,2,53,100% Green energy & 20% higher than current,0.023980815347721823
1053,4500-5999,1,47,3,38,60% Green energy & 20% lower than current,0.016786570743405275
1054,4500-5999,1,47,3,38,60% Green energy & same as current,0.02877697841726619
1055,4500-5999,1,47,3,38,60% Green energy & 20% higher than current,0.01079136690647482
1056,4500-5999,1,47,3,38,80% Green energy & 20% lower than current,0.02038369304556355
1057,4500-5999,1,47,3,38,80% Green energy & same as current,0.016786570743405275
1058,4500-5999,1,47,3,38,80% Green energy & 20% higher than current,0.01079136690647482
1059,4500-5999,1,47,3,38,100% Green energy & 20% lower than current,0.015587529976019185
1060,4500-5999,1,47,3,38,100% Green energy & same as current,0.017985611510791366
1061,4500-5999,1,47,3,38,100% Green energy & 20% higher than current,0.023980815347721823
1062,4500-5999,2,40,1,44,60% Green energy & 20% lower than current,0.016786570743405275
1063,4500-5999,2,40,1,44,60% Green energy & same as current,0.02877697841726619
1064,4500-5999,2,40,1,44,60% Green energy & 20% higher than current,0.01079136690647482
1065,4500-5999,2,40,1,44,80% Green energy & 20% lower than current,0.02038369304556355
1066,4500-5999,2,40,1,44,80% Green energy & same as current,0.016786570743405275
1067,4500-5999,2,40,1,44,80% Green energy & 20% higher than current,0.01079136690647482
1068,4500-5999,2,40,1,44,100% Green energy & 20% lower than current,0.015587529976019185
1069,4500-5999,2,40,1,44,100% Green energy & same as current,0.017985611510791366
